Era,Poem,Romaji,My translation,俳人,Poet,Dates,Season,Kigo,Original source ,Modern Source,Notes,Maegaki,NKBZ,俳句大観,名歌名句辞典,俳句の歴史,現代俳句,自選自解,蝸牛,古典俳句,Ueda Haiku,Keene World,Keene Dawn,Blyth Haiku,Blyth History,Fay Aoyagi,English Saijiki,21 Century,Other translation,Saijiki priority
Edo,すそ野暑く頭寒足熱富士の雪,"suso no atsuku
zukan sokunetsu
fuji no yuki","these foothills are so hot
cool the head and heat the feet
Mt. Fuji",松永貞徳,Matsunaga Teitoku,1571-1654,Summer,"暑し 【あつし】 atsushi, hot (all summer).",Kunlun Mountain Collection,Haiku Taikan ,zukan-sokunetsu is a saying,,,,,,,,,,,,,,,,,,,
Edo,雪月花一度に見する卯木かな,"setsu-getsu-ka
ichido ni misuru
utsuki kana","snow, moon, and blossoms
viewed all at once
in deutzia flowers",松永貞徳,Matsunaga Teitoku,1571-1654,Summer,"卯木の花 【うつぎのはな】 utsugi-no-hana, deutzia flowers.",Kunlun Mountain Collection,Haiku Taikan ,"卯 is a blssom. Utsuki mean moon, and u is white like snow",,,,,,,,,,,,,,,,,,,
Edo,つみ綿かぬり桶なりの庭の雪,"tsumi wata ka
nuri oke nari no
niwa no yuki","is it pulled cotton?
a lacquered bucket covered with snow
in the garden ",松永貞徳,Matsunaga Teitoku,1571-1654,Winter,"雪 【ゆき】 yuki, snow.",Eternal Rcord of Teitoku,Haiku Taikan ,"Composed for the Kanei 6 haikai meeting at Myomanji. The host was Saimu, who was a cotton ",,,,,,,,,,,,,,,,,,,
Edo,てん長くち人誉むるや秋の月,"ten nagaku
chihito homuru ya
aki no tsuki","heavenly marked and
celebrated by the multitudes—
moon of autumn  ",松永貞徳,Matsunaga Teitoku,1571-1654,Autumn,"秋の月 【あきのつき】 aki no tsuki, autumn moon.",Jeweled Sea Collection,Haiku Taikan ,"tennaga 1. 天長eternal, 2. His students will long mark poems, 3. High praise
chihito 1. Many people, 2. 天地人 
",,,,,,,,,,,,,,,,,,,
Edo,ねぶらせて養ひたてよ花のあめ,"neburasete
yashinai-tate yo
hana no ame","raise them up
by letting them lick
the candy rain of spring",松永貞徳,Matsunaga Teitoku,1571-1654,Spring,"花 【はな】 hana, (cherry) blossoms [in haiku and haikai the simple word hana 花 refers to cherry blossoms, as do all kigo listed here; but note that in Manyōshū and some other early poetry hana was understood as referring to ume 梅【うめ】plum blossoms, an early spring topic] (late spring).",Puppy Collection,Haiku Taikan ,"pun: ame-rain and candy
maegaki: poem celebrating birth of child",,,,,,,,,,,,,,,,,,,
Edo, 春たつは衣の棚の霞かな ,"haru tatsu wa			
koromo no tana no
kasumi kana	","spring begins
in the Robe Bureau district 
with bolts cut from mist",松永貞徳,Matsunaga Teitoku,1571-1654,Spring,"春立つ 【はるたつ】 haru tatsu, spring begins.",Jeweled Sea Collection,Haiku Taikan ,pun: tatsu-stand/start and to cut,,,,,,,,,,,,,,,,,,,
Edo,冬籠虫けらまでもあなかしこ,"fuyugomori
mushikera made mo
ana kashiko","winter seclusion
even down to the lowliest insects, 
how reverent!",松永貞徳,Matsunaga Teitoku,1571-1654,Winter,"冬籠り 【ふゆごもり】 fuyugomori, winter seclusion.",,Haiku Taikan ,,,,,,,,,,,,,,,,,,,,
Edo,ゆき尽くす江南の春の光かな,"end of the snow journy 
the light of spring in Jiangnan 
how it shines!","Yuki tsukusu
Kōnan no haru no
hikari kana",松永貞徳,Matsunaga Teitoku,1571-1654,Spring,"春 【はる】 haru, spring.",,Haiku Taikan ,"江南 (Kōnan) = south of the Yangtze (Jiangnan), Chinese literary reference to a land of perpetual spring.",,,,,,,,,,,,,,,,,,,
Edo,くくり目を見つつ夜長き枕かな,"• 
• 
• ","• 
• 
• ",松永貞徳,Matsunaga Teitoku,1571-1654,Autumn,"夜長 【よなが】 yonaga, long night (all autumn).",,,夜長 (yonaga) = long autumn nights. Lying awake staring at the knots of stitching on the pillow.,,,,,,,,,,,,,,,,,,,
Edo,けさたるるつららやよだれうしの年,"• 
• 
• ","• 
• 
• ",松永貞徳,Matsunaga Teitoku,1571-1654,New Year,"丑の年 【うしのとし】 ushi no toshi, Year of the Ox (New Year).",,SNKBT 初期俳諧集,つらら (tsurara) = icicles likened to a drooling ox. Comic new-year zodiac poem.,,,,,,,,,,,,,,,,,,,
Edo,梅も先にほひてくるや午の年,"ume mo saki 
nioite kuru ya 
ushi no toshi","The scent of plum
comes first carried by
the Year of the Ox",松永貞徳,Matsunaga Teitoku,1571-1654,New Year,"午の年 【うまのとし】 uma no toshi, Year of the Horse (New Year).",,SNKBT 初期俳諧集,先 (mazu) = first of all. The plum is the first fragrance of the new year in the Year of the Horse.,,,,,,,,,,,,,,,,,,,
Edo,もえながら有るや火鼠のかは柳,"moe nagara
aru ya hinezumi no
kawa yanagi","While burning
the fire rat skin
river willow.",松永貞徳,Matsunaga Teitoku,1571-1654,Spring,"柳 【やなぎ】 yanagi, willow(s) / weeping willow(s) (late spring).",Mt. Kozan Collection,,火鼠 (hi-nezumi) = fire rat from Chinese legend whose pelt does not burn. The willow burning yet enduring.,,,,,,,,,,,,,,,,,,,
Edo,玉札の飛脚か急ぎ帰雁,"tamazusa no
hikyaku ka isogi
kaeru kari","a jade-letter courier—
surely it hurries past
the returning wild geese",松永貞徳,Matsunaga Teitoku,1571-1654,Spring,"帰雁 【かえるかり】 kaeru kari, returning geese (mid spring).",Enokoshū犬子集 (Puppy Collection) #304,,玉札 (tama-fuda) = jade letter/letter-carrier. The wild geese as messengers rushing home in spring.,,,,,,,,,,,,,,,,,,,
Edo,山の腰にはく夕だちや雲の帯,"yama no koshi ni
haku yudachi ya
kumo no obi","from mountain hips
hangs an evening storm blade—
belt of clouds",松永貞徳,Matsunaga Teitoku,1571-1654,Summer,"夕立 【ゆうだち】 yūdachi, （ゆふだち）, sudden (summer) shower [literally ""evening shower""] (all summer).",,俳句の歴史,夕だち (yūdachi) = sudden evening storm. The mountain's flank wrapped in a cloud-sash.,,,,,,,,,,,,,,,,,,,
Edo,先かづく頭はかみなづきんかな,"mazu ka zuku
kashira wa kamina
zukin kana","first must wear 
on a baldhead in godless month
a hood",松永貞徳,Matsunaga Teitoku,1571-1654,Winter,"Godless month, hood (winter)",Enokoshū犬子集 (Puppy Collection) #1328,SNKBT 初期俳諧集,,,,,,,,,,,,,,,,,,,,
Edo,しも月のあるに付てやかみな月,"shimo tsuki no
aru ni tsukite ya
kaminatsuki","the frost month
is below and so above
is the godless month",松永貞徳,Matsunaga Teitoku,1571-1654,Winter,"Godless month, hood (winter)",Enokoshū犬子集 (Puppy Collection) #1329,SNKBT 初期俳諧集,"Wordplay: 霜月 (shimotsuki, Eleventh Month) contains 有る (aru = to exist), so the ""godless"" tenth month is about to be replaced.",,,,,,,,,,,,,,,,,,,
Edo,春と夏と秋とけふとの四ぐれかな,"haru to natsu to
aki to kyō to no
shigure kana","spring & summer &
autumn & today’s
makes “four kures”",松永貞徳,Matsunaga Teitoku,1571-1654,winter,"時雨 【しぐれ】 shigure, (winter) shower/drizzle (early winter).",Enokoshū犬子集 (Puppy Collection) #1335,SNKBT 初期俳諧集,,,,,,,,,,,,,,,,,,,,
Edo,足はやき雲や時雨の先ばしり,"ashihayaki
kumo ya shigure no
Sakibashiri","the quick-footed
cloud—winter shower's 
forerunner ",松永貞徳,Matsunaga Teitoku,1571-1654,winter,"時雨 【しぐれ】 shigure, (winter) shower/drizzle (early winter).",Enokoshū犬子集 (Puppy Collection) #1336,SNKBT 初期俳諧集,,,,,,,,,,,,,,,,,,,,
Edo,きつくふるをやいたやとゆふ時雨,"Hard falling sound
on the roof boards, “it hurts!”
says the winter shower","kutsuku furu
oto ya itaya to
yuu shigure",松永貞徳,Matsunaga Teitoku,1571-1654,winter,"時雨 【しぐれ】 shigure, (winter) shower/drizzle (early winter).",Enokoshū犬子集 (Puppy Collection) #1337,SNKBT 初期俳諧集,,,,,,,,,,,,,,,,,,,,
Edo,山姥が尿やしぐれの山めぐり,"the mt. Hag
goes around the mt.
Pissing a winter shower","yamauba ga
bari ya shigure no
Yamamuguri",松永貞徳,Matsunaga Teitoku,1571-1654,winter,"時雨 【しぐれ】 shigure, (winter) shower/drizzle (early winter).",Enokoshū犬子集 (Puppy Collection) #1338,SNKBT 初期俳諧集,"前書：渋谷紀州興行に
渋谷以重 Shibuya Ijū – noh actor
play on the play Yamauba
冬は萌冴え行く時雨の雲の
Konzanshu- 山姥やしとをしぐれの山めぐり",,,,,,,,,,,,,,,,,,,
Edo,時宗寺の時雨の亭や雨やどり,"＠ the winter rain pavilion 
@ Jishū Temple
waiting for the rain to stop","Jishūdera no
shigure no chin ya
Ameyadori",松永貞徳,Matsunaga Teitoku,1571-1654,winter,"時雨 【しぐれ】 shigure, (winter) shower/drizzle (early winter).",Enokoshū犬子集 (Puppy Collection) #1339,SNKBT 初期俳諧集,前書：六条道場にて,,,,,,,,,,,,,,,,,,,
Edo,さざれ言もいははふとての試筆哉,"sazare goto mo
ihawa futo no
shihitsu kana","even small words
casually begun—
the year's first writing",石田未得,Ishida Mitoku,1587 - 1669,New Year,"試筆 【しひつ】 shihitsu, first calligraphy of the new year (New Year).",,ＮKBZ 近世俳句俳文集,試筆 (shihitsu) = first brush practice of the New Year. Even small words begin the year's writing.,,,,,,,,,,,,,,,,,,,
Edo,風ならで誰かあぐべき柳髪,"kaze narade
dare ka agubeki
yanagikami","who but the wind
could lift and toss
willow hair?",石田未得,Ishida Mitoku,1587 - 1669,Spring,"柳 【やなぎ】 yanagi, willow(s) / weeping willow(s) (late spring).",,ＮKBZ 近世俳句俳文集,Willow as flowing hair that only the wind can lift and comb.,,,,,,,,,,,,,,,,,,,
Edo,天は沖地は磯なれや霧の海,"ten wa oki
chi wa iso nare ya
kiri no umi","the sky is open sea
the earth is rocky shore—
a sea of fog between",石田未得,Ishida Mitoku,1587 - 1669,Spring,"霧 【きり】 kiri, autumn mist / fog [see note ""On Haze, Mist, Fog""] (all autumn).",,ＮKBZ 近世俳句俳文集,The fog-sea evokes the liminal boundary between sky and earth. Spring sea fog blurs the horizon.,,,,,,,,,,,,,,,,,,,
Edo,ながめしは野菊のくきのはじめ哉,"nagame shi wa
nogiku no kuki no
hajime kana","what I have gazed upon:
the very beginning
of a wild chrysanthemum stalk",石田未得,Ishida Mitoku,1587 - 1669,Autumn,"野菊 【のぎく】 nogiku, wild chrysanthemum(s)/aster(s) [any of several species of wild chrysanthemums or asters with thin-petalled, single white flowers with yellow centers] (mid autumn).",,ＮKBZ 近世俳句俳文集,ながめし (nagameshi) = that which I have long gazed upon. The first stalk of a wild chrysanthemum observed closely.,,,,,,,,,,,,,,,,,,,
Edo,乗うつる人玉ならし蓮の露(「犬子(えのこ)集,"nori utsuru
hitodama narashi
hasu no tsuyu","transferring like a soul—
they must be will-o-the-wisps
the dew on the lotus",石田未得,Ishida Mitoku,1587 - 1669,Summer,"蓮 【はす】 hasu, lotus (mid summer).",Enokoshū犬子集 (Puppy Collection) ,web,人玉 (hitodama) = will-o'-the-wisp. Dew on the lotus transfers like a wandering soul. From 犬子集 (Enokosha).,,,,,,,,,,,,,,,,,,,
Edo,千金をのべたか春の月の弓,"senkin wo
nobetaka haru no
tsuki no yuki","did it stretch out
a thousand gold coins?
the moon's bow in spring",片桐良保,Katagiri Yoshiyasu,1580-1637,Spring,"春の月 【はるのつき】 haru no tsuki, spring moon (all spring).",,,千金 (senkin) = a thousand gold coins. The crescent spring moon shaped like a bow stretched wide.,,,,,,,,,,,,,,,,,,,
Edo,水なしが花の波たつ夕あらし,"mizu nashi ga
hana no nami tatsu 
yū arashi","waterless place—
waves of blossoms rise
in the evening storm",片桐良保,Katagiri Yoshiyasu,1580-1637,Spring,"花 【はな】 hana, (cherry) blossoms [in haiku and haikai the simple word hana 花 refers to cherry blossoms, as do all kigo listed here; but note that in Manyōshū and some other early poetry hana was understood as referring to ume 梅【うめ】plum blossoms, an early spring topic] (late spring).",,,Blossom waves rising in an evening storm. Water-misting landscape.,,,,,,,,,,,,,,,,,,,
Edo,定家にて向けむ花やはつか草,"sadaie ni
te-mukemu hana ya
Hatsuka-gusa","in Teika's style—
do the blossoms lean toward
the ephemeral grass?",片桐良保,Katagiri Yoshiyasu,1580-1637,Spring,"花 【はな】 hana, (cherry) blossoms [in haiku and haikai the simple word hana 花 refers to cherry blossoms, as do all kigo listed here; but note that in Manyōshū and some other early poetry hana was understood as referring to ume 梅【うめ】plum blossoms, an early spring topic] (late spring).",,,"定家 (Teika) = Fujiwara no Teika, the great waka poet. 初草 (hatsukusa) = first young grasses of spring.",,,,,,,,,,,,,,,,,,,
Edo,水けぶる下にてたくやもみぢ鮒,"mizu keburu
shita nite taku ya
Momiji-buna","beneath the misty
waters—burning—
the maple carp",片桐良保,Katagiri Yoshiyasu,1580-1637,Autumn,"紅葉 【もみじ】 momiji, red (maple) leaves (all autumn).",,,"水けぶる (mizu keburu) = misty water. もみぢ鮒 (momiji buna) = autumn maple carp, red as autumn leaves.",,,,,,,,,,,,,,,,,,,
Edo,ほこ長し天が下照る姫はじめ,"hoko nagashi
ten ga shita teru
hime hajime","spear shaft long—
the sun shines across the land
on this first day",杉木望一,Sugiki Moichi,1586－1643,New Year,"姫始め 【ひめはじめ】 hime hajime, ""Princess Beginning"" (New Year).",,ＮKBZ 近世俳句俳文集,姫始め = the first rice cooking or first of the New Year; erotic/comic new-year poem.,,,,,,,,,,,,,,,,,,,
Edo,雨に声鬼一口か郭公,"ame ni koe 
oni hitokuchi ka
hototogisu","in the rain a voice—
the demon's one gulp?
the cuckoo calls",杉木望一,Sugiki Moichi,1586－1643,Summer,"郭公 【ほととぎす】 hototogisu, little cuckoo (all summer).",望一千句,,鬼一口 (oni hitokuchi) = the demon's single bite. The cuckoo's cry in the rain as a demon swallowing.,,,,,,,,,,,,,,,,,,,
Edo,花に来ぬ人笑ふらし春の山,"hana ni konu
hito warau rashi
haru no yama","those who don't come
for the blossoms must be laughed at—
the spring mountain",杉木望一,Sugiki Moichi,1586－1643,Spring,"花 【はな】 hana, (cherry) blossoms [in haiku and haikai the simple word hana 花 refers to cherry blossoms, as do all kigo listed here; but note that in Manyōshū and some other early poetry hana was understood as referring to ume 梅【うめ】plum blossoms, an early spring topic] (late spring).",,ＮKBZ 近世俳句俳文集,Those who do not come for the blossoms are to be pitied—the spring mountain blooms regardless.,,,,,,,,,,,,,,,,,,,
Edo,風をさへまねき出したる扇哉,"kaze wo sae
maneki dashitaru
oiogi kana","even the wind
it has beckoned forth—
a waving fan",杉木望一,Sugiki Moichi,1586－1643,Summer,"扇 【おうぎ】 ōgi, folding fan (summer).",,ＮKBZ 近世俳句俳文集,A fan beckons the wind into existence—playful personification.,,,,,,,,,,,,,,,,,,,
Edo,松笠や花笠となす今朝の雪,"matsukasa ya
hanagasa to nasu
kesa no yuki","pine cones—
turned into flower hats
by this morning's snow",杉木望一,Sugiki Moichi,1586－1643,Winter,"雪 【ゆき】 yuki, snow (all winter).",,ＮKBZ 近世俳句俳文集,松笠 (matsukasa) = pine cones. Morning snow transforms pine cones into flower-petal hats.,,,,,,,,,,,,,,,,,,,
Edo,雨の親やそだつる花の子を大じ,"ame no oya ya
sodatsuru hana no 
ko wo daiji","the rain—a parent
nurturing the blossoms
to be cherished",荻田安静,Ogita Ansei,生年不詳 －1669 ,Spring,"花 【はな】 hana, (cherry) blossoms [in haiku and haikai the simple word hana 花 refers to cherry blossoms, as do all kigo listed here; but note that in Manyōshū and some other early poetry hana was understood as referring to ume 梅【うめ】plum blossoms, an early spring topic] (late spring).",,ＮKBZ 近世俳句俳文集,Rain as nurturing parent of the blossoms. Combines natural and parental imagery.,,,,,,,,,,,,,,,,,,,
Edo,引きかへて蛇を人やのむ菖蒲ざけ,"hikikaete
hebi wo hito ya nomu
shōbu zake","transformed entirely—
do people swallow snakes
in the iris wine?",荻田安静,Ogita Ansei,生年不詳 －1669 ,Summer,"菖蒲酒 【しょうぶざけ】 shōbu-zake, iris-root sake (early summer).",,ＮKBZ 近世俳句俳文集,"Tango (Boys' Day, 5th day of 5th month) iris sake. Snake transformed / swallowed—festival custom of drinking medicinal sake.",,,,,,,,,,,,,,,,,,,
Edo,おぼえぬや手の舞ひ足の文月よ,"oboe nu ya
te no mai ashi no
fumizuki yo","unconsciously—
hands dancing, feet moving
on this July night",荻田安静,Ogita Ansei,生年不詳 －1669 ,Summer,"文月 【ふみづき】 fumizuki, Seventh (Lunar) Month (late summer).",,ＮKBZ 近世俳句俳文集,七月 (fumizuki) = the seventh lunar month. Hands and feet moving unconsciously in the summer heat.,,,,,,,,,,,,,,,,,,,
Edo,あぢはひはからや高麗きくの酒,"ajiwai wa
kara ya korai
giku no sake","the flavor—
is it bitter? Korean
chrysanthemum sake",荻田安静,Ogita Ansei,生年不詳 －1669 ,Autumn,"菊の酒 【きくのさけ】 kiku no sake, chrysanthemum wine (mid autumn).",,ＮKBZ 近世俳句俳文集,高麗菊 (Kōrai giku) = Korean chrysanthemum. Chrysanthemum wine drunk at the Double Nine festival (重陽 chōyō).,,,,,,,,,,,,,,,,,,,
Edo,春ながの年の頭や福禄寿,"haru-naga no
toshi no kashira ya
fukurokuju","spring days are long
head of the year—
God of Wealth, Happiness, Longevity",鶏冠井令徳 ,Kaedei Ryōtoku ,1589-1679,Spring,"春なが (spring days are long), 日永 【ひなが】 hinaga, day(s) lengthening (all spring).",Hawk of Tsukuba Collection,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
